Change in area (10 km2),Change in length (m),Decimal Date,YYYY-MM-DD
0.037920,-324.902800,2021.120500,2021-02-14
0.012820,-380.005200,2021.136900,2021-02-20
-0.020880,-453.833100,2021.161500,2021-03-01
-0.029480,-472.393900,2021.169700,2021-03-04
-0.074480,-571.390100,2021.202600,2021-03-16
-0.087380,-600.344700,2021.213600,2021-03-20
-0.111180,-653.493600,2021.227200,2021-03-25
-0.097380,-634.192700,2021.391500,2021-05-24
-0.081780,-600.796000,2021.410700,2021-05-31
-0.0007,-66.4067,2015.5202,2015-07-10
0.2015,321.0457,2015.6845,2015-09-08
0.2212,359.0781,2015.7392,2015-09-28
0.2236,363.9433,2015.7474,2015-10-01
0.0143,-76.1319,2016.2300,2016-03-25
0.0211,-61.4719,2016.2327,2016-03-26
-0.0054,-121.1988,2016.2601,2016-04-05
0.0610,19.7051,2016.2957,2016-04-18
0.0391,-27.5115,2016.3231,2016-04-28
0.0153,-80.3581,2016.3395,2016-05-04
0.0216,-66.9301,2016.3422,2016-05-05
-0.0104,-137.5588,2016.3587,2016-05-11
-0.0153,-148.3232,2016.3696,2016-05-15
-0.0604,-246.7143,2016.3943,2016-05-24
-0.0606,-247.0296,2016.3970,2016-05-25
-0.0195,-159.0884,2016.4244,2016-06-04
-0.0377,-199.0294,2016.4408,2016-06-10
-0.0396,-203.1944,2016.4490,2016-06-13
-0.0658,-260.3305,2016.4682,2016-06-20
-0.0814,-293.5781,2016.5038,2016-07-03
-0.0954,-323.7901,2016.5147,2016-07-07
0.1129,93.2561,2016.5229,2016-07-10
0.1172,101.8291,2016.5311,2016-07-13
0.1001,67.1656,2016.5421,2016-07-17
0.1396,144.8470,2016.5585,2016-07-23
0.1372,139.9732,2016.5613,2016-07-24
0.1804,226.5038,2016.5777,2016-07-30
0.1752,215.9435,2016.5859,2016-08-02
0.2150,296.5381,2016.5886,2016-08-03
0.2365,339.9704,2016.6051,2016-08-09
0.2622,389.9031,2016.6982,2016-09-12
0.2897,444.5261,2016.7146,2016-09-18
0.3006,465.9542,2016.7803,2016-10-12
0.1585,166.4748,2017.1615,2017-03-01
0.1358,118.4955,2017.1780,2017-03-07
0.1195,83.5401,2017.1862,2017-03-10
0.1191,82.6987,2017.1889,2017-03-11
0.0648,-34.8400,2017.2601,2017-04-06
0.0515,-62.6695,2017.2683,2017-04-09
0.1647,173.7313,2017.2710,2017-04-10
0.1538,150.8373,2017.2793,2017-04-13
0.1558,153.6190,2017.3504,2017-05-09
0.1561,154.3114,2017.3532,2017-05-10
0.1502,142.2130,2017.3614,2017-05-13
0.1130,63.4295,2017.3888,2017-05-23
0.0563,-53.5126,2017.4079,2017-05-30
0.0742,-14.6099,2017.4162,2017-06-02
0.0379,-95.0934,2017.4326,2017-06-08
0.0349,-101.4524,2017.4353,2017-06-09
0.0315,-109.6236,2017.4517,2017-06-15
0.0044,-167.9399,2017.4627,2017-06-19
0.1508,132.7892,2017.5010,2017-07-03
0.1338,98.0093,2017.5120,2017-07-07
0.1219,73.1777,2017.5175,2017-07-09
0.1273,84.2715,2017.5202,2017-07-10
0.1107,49.5371,2017.5284,2017-07-13
0.1026,32.7426,2017.5339,2017-07-15
0.1445,120.2737,2017.5421,2017-07-18
0.1435,118.1470,2017.5530,2017-07-22
0.1330,96.0568,2017.5558,2017-07-23
0.1315,92.8524,2017.5613,2017-07-25
0.1163,60.8966,2017.5667,2017-07-27
0.1087,44.8492,2017.5695,2017-07-28
0.1115,50.8261,2017.5722,2017-07-29
0.0973,20.7630,2017.5749,2017-07-30
0.2498,317.4508,2017.5804,2017-08-01
0.2445,306.5933,2017.5859,2017-08-03
0.2572,331.2422,2017.5886,2017-08-04
0.2516,320.3991,2017.5941,2017-08-06
0.2441,305.6977,2017.5969,2017-08-07
0.2367,291.2312,2017.5996,2017-08-08
0.2291,276.4130,2017.6078,2017-08-11
0.2216,261.4671,2017.6105,2017-08-12
0.2198,257.8238,2017.6133,2017-08-13
0.2159,250.0758,2017.6160,2017-08-14
0.1904,198.0435,2017.6352,2017-08-21
0.1679,151.5517,2017.6489,2017-08-26
0.1670,149.7520,2017.6516,2017-08-27
0.1432,100.4689,2017.6680,2017-09-02
0.1397,93.2682,2017.6762,2017-09-05
0.1339,80.7595,2017.6790,2017-09-06
0.1281,68.6378,2017.6817,2017-09-07
0.1208,52.9759,2017.6845,2017-09-08
0.0632,-68.7347,2017.7228,2017-09-22
0.0673,-60.5269,2017.7255,2017-09-23
0.2341,262.2866,2017.7502,2017-10-02
0.2046,204.6980,2017.7666,2017-10-08
0.2014,198.1811,2017.7721,2017-10-10
0.1931,181.7316,2017.7748,2017-10-11
0.1948,185.1013,2017.7776,2017-10-12
0.1867,168.9252,2017.7803,2017-10-13
0.1780,151.4821,2017.7858,2017-10-15
0.0296,-178.5371,2018.1561,2018-02-27
0.0039,-233.2589,2018.1752,2018-03-06
-0.0232,-291.4600,2018.1916,2018-03-12
-0.0389,-325.1997,2018.2026,2018-03-16
-0.0383,-323.0159,2018.2108,2018-03-19
-0.0907,-434.4830,2018.2300,2018-03-26
-0.0988,-452.0769,2018.2382,2018-03-29
-0.0869,-426.0759,2018.2437,2018-03-31
-0.0867,-425.5660,2018.2464,2018-04-01
-0.0948,-443.3645,2018.2519,2018-04-03
-0.0958,-445.4483,2018.2546,2018-04-04
-0.0968,-447.7818,2018.2574,2018-04-05
-0.1069,-469.7184,2018.2601,2018-04-06
-0.1109,-478.9400,2018.2710,2018-04-10
-0.1339,-530.0379,2018.2875,2018-04-16
-0.1288,-518.9782,2018.2930,2018-04-18
-0.0751,-389.2475,2018.2984,2018-04-20
-0.0767,-392.7872,2018.3012,2018-04-21
-0.0681,-373.6776,2018.3066,2018-04-23
-0.1019,-449.4108,2018.3340,2018-05-03
-0.1202,-491.2251,2018.3477,2018-05-08
-0.1081,-471.0576,2018.3614,2018-05-13
-0.1365,-534.4606,2018.3696,2018-05-16
-0.1448,-553.3475,2018.3751,2018-05-18
-0.1572,-581.0533,2018.3778,2018-05-19
-0.1550,-576.1040,2018.3833,2018-05-21
-0.1656,-599.6355,2018.3888,2018-05-23
-0.1687,-606.4482,2018.4025,2018-05-28
-0.1978,-673.1993,2018.4216,2018-06-04
-0.2223,-727.2980,2018.4353,2018-06-09
-0.2482,-783.9355,2018.4381,2018-06-10
-0.0098,-309.4176,2018.4490,2018-06-14
-0.0063,-302.1739,2018.4517,2018-06-15
-0.0347,-361.7780,2018.4736,2018-06-23
-0.0502,-393.2965,2018.4846,2018-06-27
-0.0573,-407.9891,2018.4873,2018-06-28
-0.0731,-440.4656,2018.5010,2018-07-03
-0.0802,-455.2401,2018.5038,2018-07-04
-0.0796,-453.8049,2018.5120,2018-07-07
-0.0847,-465.1306,2018.5257,2018-07-12
-0.1076,-513.4816,2018.5448,2018-07-19
-0.1077,-513.7531,2018.5476,2018-07-20
0.0059,-267.8215,2018.6133,2018-08-13
-0.0027,-286.2449,2018.6215,2018-08-16
0.0299,-218.0836,2018.6352,2018-08-21
0.0325,-212.7655,2018.6379,2018-08-22
0.0236,-231.4163,2018.6434,2018-08-24
0.0189,-241.2348,2018.6489,2018-08-26
0.0448,-186.2316,2018.6571,2018-08-29
0.0322,-213.1400,2018.6680,2018-09-02
0.0177,-243.2593,2018.6762,2018-09-05
-0.0088,-300.2031,2018.6845,2018-09-08
0.0001,-281.0770,2018.6927,2018-09-11
-0.0055,-292.9143,2018.6954,2018-09-12
-0.0121,-307.0431,2018.6982,2018-09-13
-0.0058,-293.6672,2018.7064,2018-09-16
0.0850,-113.9460,2018.7091,2018-09-17
0.0895,-104.7561,2018.7118,2018-09-18
0.0790,-126.7481,2018.7173,2018-09-20
0.0956,-92.9904,2018.7201,2018-09-21
0.0883,-108.0116,2018.7228,2018-09-22
0.0818,-121.1950,2018.7255,2018-09-23
0.0713,-143.2495,2018.7365,2018-09-27
0.0376,-212.8034,2018.7584,2018-10-05
0.0342,-219.7388,2018.7611,2018-10-06
0.0451,-196.9024,2018.7666,2018-10-08
0.0282,-232.5899,2018.7748,2018-10-11
0.0322,-224.2185,2018.7776,2018-10-12
0.0289,-231.3290,2018.7803,2018-10-13
-0.0701,-451.2177,2019.1588,2019-02-28
-0.0932,-499.8865,2019.1725,2019-03-05
-0.1196,-556.7221,2019.1916,2019-03-12
-0.1642,-655.7870,2019.2574,2019-04-05
-0.1650,-657.4503,2019.2601,2019-04-06
-0.1845,-700.4290,2019.2710,2019-04-10
-0.1994,-741.4857,2019.3149,2019-04-26
-0.2133,-772.5218,2019.3203,2019-04-28
-0.2140,-774.0996,2019.3231,2019-04-29
-0.2207,-789.1262,2019.3258,2019-04-30
-0.2265,-802.0888,2019.3285,2019-05-01
-0.2349,-821.0022,2019.3340,2019-05-03
-0.2396,-831.7082,2019.3368,2019-05-04
-0.0792,-486.3793,2019.3422,2019-05-06
-0.0910,-511.7021,2019.3477,2019-05-08
-0.0929,-515.7325,2019.3504,2019-05-09
-0.0967,-523.8482,2019.3532,2019-05-10
-0.1098,-552.2287,2019.3614,2019-05-13
-0.1174,-568.5561,2019.3641,2019-05-14
-0.1281,-591.8433,2019.3669,2019-05-15
-0.1596,-661.2862,2019.3778,2019-05-19
-0.1456,-630.3490,2019.3888,2019-05-23
-0.1585,-658.6517,2019.3915,2019-05-24
-0.1652,-673.2119,2019.3943,2019-05-25
-0.1632,-668.8194,2019.3970,2019-05-26
-0.1496,-639.5537,2019.4025,2019-05-28
-0.1527,-646.1704,2019.4052,2019-05-29
-0.1210,-576.1578,2019.4079,2019-05-30
-0.1361,-610.2884,2019.4107,2019-05-31
-0.1298,-595.9169,2019.4244,2019-06-05
-0.1394,-617.0152,2019.4298,2019-06-07
-0.1526,-646.5390,2019.4435,2019-06-12
-0.0546,-431.5796,2019.4572,2019-06-17
-0.0632,-450.2578,2019.4736,2019-06-23
-0.0657,-455.8290,2019.4764,2019-06-24
-0.0760,-476.4717,2019.4873,2019-06-28
-0.0810,-487.4027,2019.4901,2019-06-29
-0.0886,-504.0918,2019.4928,2019-06-30
0.0024,-312.2529,2019.4983,2019-07-02
0.0157,-285.3392,2019.5010,2019-07-03
-0.0146,-348.2118,2019.5120,2019-07-07
-0.0110,-340.6722,2019.5147,2019-07-08
-0.0149,-348.6960,2019.5175,2019-07-09
-0.0179,-355.0764,2019.5202,2019-07-10
-0.0218,-363.3908,2019.5257,2019-07-12
-0.0269,-374.1508,2019.5284,2019-07-13
-0.0323,-385.6690,2019.5311,2019-07-14
-0.0328,-386.5875,2019.5339,2019-07-15
0.0350,-249.8455,2019.5530,2019-07-22
0.0288,-262.6477,2019.5558,2019-07-23
0.0247,-271.0483,2019.5585,2019-07-24
0.0180,-284.8871,2019.5695,2019-07-28
0.0135,-294.3156,2019.5722,2019-07-29
0.0038,-313.6228,2019.5804,2019-08-01
-0.0076,-337.0713,2019.5832,2019-08-02
-0.0058,-333.3979,2019.5859,2019-08-03
-0.0054,-332.6364,2019.5886,2019-08-04
-0.0151,-352.7394,2019.5941,2019-08-06
-0.0141,-350.6784,2019.5969,2019-08-07
-0.0244,-371.8184,2019.5996,2019-08-08
-0.0238,-370.5327,2019.6023,2019-08-09
-0.0207,-363.9843,2019.6105,2019-08-12
-0.0260,-374.7987,2019.6133,2019-08-13
-0.0262,-375.1263,2019.6160,2019-08-14
-0.0064,-335.6657,2019.6270,2019-08-18
-0.0121,-346.7900,2019.6297,2019-08-19
0.0080,-305.9162,2019.6379,2019-08-22
-0.0063,-335.1687,2019.6407,2019-08-23
-0.0025,-327.4360,2019.6434,2019-08-24
-0.0136,-350.2952,2019.6489,2019-08-26
-0.0055,-333.6967,2019.6516,2019-08-27
-0.0088,-340.5177,2019.6543,2019-08-28
-0.0155,-354.1611,2019.6571,2019-08-29
-0.0347,-393.4115,2019.6653,2019-09-01
-0.0335,-391.0617,2019.6680,2019-09-02
0.0216,-277.9743,2019.6927,2019-09-11
0.0209,-279.4707,2019.6982,2019-09-13
0.0095,-303.3985,2019.7064,2019-09-16
0.0063,-309.9935,2019.7091,2019-09-17
-0.0008,-324.8202,2019.7118,2019-09-18
0.0413,-235.5300,2019.7365,2019-09-27
0.0385,-241.4110,2019.7392,2019-09-28
0.0307,-257.3979,2019.7447,2019-09-30
0.1548,-14.1601,2019.7474,2019-10-01
0.1330,-58.3008,2019.7666,2019-10-08
0.1263,-72.0223,2019.7721,2019-10-10
0.1222,-80.1633,2019.7776,2019-10-12
0.1157,-93.1396,2019.7803,2019-10-13
0.0900,-145.1441,2019.8131,2019-10-25
-0.0206,-402.7446,2020.1478,2020-02-24
-0.0239,-410.0340,2020.1506,2020-02-25
0.0888,-172.1491,2020.1561,2020-02-27
0.0757,-200.5273,2020.1643,2020-03-01
0.0566,-241.8338,2020.1780,2020-03-06
-0.0458,-469.7500,2020.2656,2020-04-07
-0.0552,-490.5117,2020.2683,2020-04-08
-0.0540,-488.0089,2020.2738,2020-04-10
-0.0661,-514.7785,2020.2875,2020-04-15
0.0793,-220.8203,2020.3066,2020-04-22
0.0748,-230.2836,2020.3121,2020-04-24
0.0689,-242.4356,2020.3149,2020-04-25
0.0533,-274.5584,2020.3258,2020-04-29
0.0488,-283.8733,2020.3285,2020-04-30
0.0371,-308.1240,2020.3340,2020-05-02
0.0216,-340.5754,2020.3422,2020-05-05
0.0251,-333.0548,2020.3477,2020-05-07
0.0193,-345.1791,2020.3504,2020-05-08
0.0069,-371.3259,2020.3614,2020-05-12
-0.0093,-405.7636,2020.3751,2020-05-17
-0.0158,-419.5850,2020.3778,2020-05-18
-0.0191,-426.6249,2020.3806,2020-05-19
-0.0216,-431.9598,2020.3833,2020-05-20
-0.0292,-448.4989,2020.3888,2020-05-22
-0.0335,-457.5554,2020.3915,2020-05-23
-0.0370,-465.3149,2020.3943,2020-05-24
-0.0642,-523.0707,2020.4107,2020-05-30
-0.0886,-577.3719,2020.4490,2020-06-13
-0.0984,-598.9956,2020.4517,2020-06-14
-0.0899,-580.7595,2020.4572,2020-06-16
-0.0892,-579.0621,2020.4600,2020-06-17
-0.1004,-603.2971,2020.4627,2020-06-18
-0.1043,-610.3523,2020.4764,2020-06-23
-0.1125,-628.4629,2020.4846,2020-06-26
-0.1140,-631.6735,2020.4873,2020-06-27
-0.1167,-637.6655,2020.4901,2020-06-28
0.0051,-381.0141,2020.4983,2020-07-01
0.0070,-377.0465,2020.5010,2020-07-02
-0.0110,-414.3440,2020.5147,2020-07-07
0.0106,-368.4438,2020.5394,2020-07-16
-0.0031,-397.6117,2020.5421,2020-07-17
-0.0091,-410.1736,2020.5448,2020-07-18
-0.0187,-431.1032,2020.5558,2020-07-22
-0.0212,-436.2855,2020.5585,2020-07-23
0.0156,-359.8567,2020.5832,2020-08-01
0.0112,-369.0453,2020.5859,2020-08-02
0.0047,-382.6012,2020.5886,2020-08-03
-0.0108,-414.7457,2020.6105,2020-08-11
-0.0295,-452.9969,2020.6215,2020-08-15
-0.0364,-467.6589,2020.6242,2020-08-16
-0.0524,-502.2835,2020.6352,2020-08-20
-0.0515,-500.4795,2020.6379,2020-08-21
-0.0265,-446.3407,2020.6407,2020-08-22
0.0554,-275.1206,2020.6434,2020-08-23
0.0570,-271.8101,2020.6489,2020-08-25
0.0511,-284.3821,2020.6516,2020-08-26
0.0468,-293.3853,2020.6543,2020-08-27
0.0451,-296.9022,2020.6571,2020-08-28
0.0376,-312.8556,2020.6626,2020-08-30
0.0351,-317.9790,2020.6653,2020-08-31
0.0275,-334.3406,2020.6680,2020-09-01
0.1801,-37.9869,2020.6899,2020-09-09
0.1792,-39.7377,2020.6954,2020-09-11
0.1724,-52.9668,2020.7036,2020-09-14
0.1711,-55.3705,2020.7064,2020-09-15
0.1388,-119.5992,2020.7255,2020-09-22
0.1378,-121.6680,2020.7310,2020-09-24
0.1327,-131.8525,2020.7392,2020-09-27
0.1277,-141.8336,2020.7447,2020-09-29
0.1191,-158.8092,2020.7474,2020-09-30
0.1171,-162.7934,2020.7502,2020-10-01
0.1059,-185.2395,2020.7584,2020-10-04
0.1009,-195.3412,2020.7611,2020-10-05
0.0990,-199.1306,2020.7639,2020-10-06
0.1046,-187.7743,2020.7666,2020-10-07
0.0930,-211.2688,2020.7721,2020-10-09
0.0779,-241.9454,2020.7803,2020-10-12
0.0717,-254.7427,2020.7858,2020-10-14
0.0764,-245.6911,2020.7885,2020-10-15
0.0327,-344.7651,2021.1259,2021-02-16
0.0060,-403.3811,2021.1424,2021-02-22
0.0025,-411.2249,2021.1451,2021-02-23
0.0028,-410.3966,2021.1478,2021-02-24
-0.0579,-542.0282,2021.1725,2021-03-05
-0.0461,-516.3633,2021.1807,2021-03-08
-0.0508,-526.8544,2021.1862,2021-03-10
-0.0534,-532.5885,2021.1889,2021-03-11
-0.0631,-554.5335,2021.1944,2021-03-13
-0.0639,-556.3290,2021.1971,2021-03-14
-0.0043,-442.1534,2021.2847,2021-04-15
-0.0212,-478.1805,2021.2930,2021-04-18
-0.0362,-510.2255,2021.3121,2021-04-25
-0.0498,-539.1679,2021.3231,2021-04-29
-0.0493,-538.0312,2021.3258,2021-04-30
-0.0492,-538.0407,2021.3313,2021-05-02
-0.0577,-555.9124,2021.3340,2021-05-03
-0.0605,-561.8515,2021.3368,2021-05-04
-0.0623,-565.8348,2021.3395,2021-05-05
-0.0743,-591.4343,2021.3450,2021-05-07
-0.0752,-593.1735,2021.3477,2021-05-08
-0.0830,-610.1323,2021.3641,2021-05-14
-0.0810,-605.7446,2021.3669,2021-05-15
-0.0989,-644.0681,2021.3723,2021-05-17
-0.1009,-648.2975,2021.3778,2021-05-19
-0.0809,-607.1603,2021.3888,2021-05-23
-0.1263,-704.8129,2021.3997,2021-05-27
-0.1142,-678.5103,2021.4025,2021-05-28
